L,rate
565.2899999999,0
565.2999999999,0
565.3099999999,0
565.3199999999,0
565.3299999999,0
565.3399999999,0
565.3499999999,0
565.3599999999,0
565.3699999999,0
565.3799999999,0
565.3899999999,0
565.3999999999,0
565.4099999999,0
565.4199999999,0
565.4299999999,0
565.4399999999,0
565.4499999999,0
565.4599999999,0
565.4699999999,0
565.4799999999,0
565.4899999999,0
565.4999999999,0
565.5099999999,0
565.5199999999,0
565.5299999999,0
565.5399999999,0
565.5499999999,0
565.5599999999,0
565.5699999999,0
565.5799999999,0
565.5899999999,0
565.5999999999,0
565.6099999999,0
565.6199999999,0
565.6299999999,0
565.6399999999,0
565.6499999999,0
565.6599999999,0
565.6699999999,0
565.6799999999,0
565.6899999999,0
565.6999999999,0
565.7099999999,0
565.7199999999,0
565.7299999999,0
565.7399999999,0
565.7499999999,0
565.7599999999,0
565.7699999999,0
565.7799999999,0
565.7899999999,0
565.7999999999,0
565.8099999999,0
565.8199999999,0
565.8299999999,0
565.8399999999,0
565.8499999999,0
565.8599999999,0
565.8699999999,0
565.8799999999,0
565.8899999999,0
565.8999999999,0
565.9099999999,0
565.9199999999,0
565.9299999999,0
565.9399999999,0
565.9499999999,0
565.9599999999,0
565.9699999999,0
565.9799999999,0
565.9899999999,0
565.9999999999,0
566.0099999999,0
566.0199999999,0
566.0299999999,0
566.0399999999,0
566.0499999999,0
566.0599999999,0
566.0699999999,0
566.0799999999,0
566.0899999999,0
566.0999999999,0
566.1099999999,0
566.1199999999,0
566.1299999999,0
566.1399999999,0
566.1499999999,0
566.1599999999,0
566.1699999999,0
566.1799999999,0
566.1899999999,0
566.1999999999,0
566.2099999999,0
566.2199999999,0
566.2299999999,0
566.2399999999,0
566.2499999999,0
566.2599999999,0
566.2699999999,0
566.2799999999,0
566.2899999999,0
566.2999999999,0
566.3099999999,0
566.3199999999,0
566.3299999999,0
566.3399999999,0
566.3499999999,0
566.3599999999,0
566.3699999999,0
566.3799999999,0
566.3899999999,0
566.3999999999,0
566.4099999999,0
566.4199999999,0
566.4299999999,0
566.4399999999,0
566.4499999999,0
566.4599999999,0
566.4699999999,0
566.4799999999,0
566.4899999999,0
566.4999999999,0
566.5099999999,0
566.5199999999,0
566.5299999999,0
566.5399999999,0
566.5499999999,0
566.5599999999,0
566.5699999999,0
566.5799999999,0
566.5899999999,0
566.5999999999,0
566.6099999999,0
566.6199999999,0
566.6299999999,0
566.6399999999,0
566.6499999999,0
566.6599999999,0
566.6699999999,0
566.6799999999,0
566.6899999999,0
566.6999999999,0
566.7099999999,0
566.7199999999,0
566.7299999999,0
566.7399999999,0
566.7499999999,0
566.7599999999,0
566.7699999999,0
566.7799999999,0
566.7899999999,0
566.7999999999,0
566.8099999999,0
566.8199999999,0
566.8299999999,0
566.8399999999,0
566.8499999999,0
566.8599999999,0
566.8699999999,0
566.8799999999,0
566.8899999999,0
566.8999999999,0
566.9099999999,0
566.9199999999,0
566.9299999999,0
566.9399999999,0
566.9499999999,0
566.9599999999,0
566.9699999999,0
566.9799999999,0
566.9899999999,0
566.9999999999,0
567.0099999999,0
567.0199999999,0
567.0299999999,0
567.0399999999,0
567.0499999999,0
567.0599999999,0
567.0699999999,0
567.0799999999,0
567.0899999999,0
567.0999999999,0
567.1099999999,0
567.1199999999,0
567.1299999999,0
567.1399999999,0
567.1499999999,0
567.1599999999,0
567.1699999999,0
567.1799999999,0
567.1899999999,0
567.1999999999,0
567.2099999999,0
567.2199999999,0
567.2299999999,0
567.2399999999,0
567.2499999999,0
567.2599999999,0
567.2699999999,0
567.2799999999,0
567.2899999999,0
567.2999999999,0
567.3099999999,0
567.3199999999,0
567.3299999999,0
567.3399999999,0
567.3499999999,0
567.3599999999,0
567.3699999999,0
567.3799999999,0
567.3899999999,0
567.3999999999,0
567.4099999999,0
567.4199999999,0
567.4299999999,0
567.4399999999,0
567.4499999999,0
567.4599999999,0
567.4699999999,0
567.4799999999,0
567.4899999999,0
567.4999999999,0
567.5099999999,0
567.5199999999,0
567.5299999999,0
567.5399999999,0
567.5499999999,0
567.5599999999,0
567.5699999999,0
567.5799999999,0
567.5899999999,0
567.5999999999,0
567.6099999999,0
567.6199999999,0
567.6299999999,0
567.6399999999,0
567.6499999999,0
567.6599999999,0
567.6699999999,0
567.6799999999,0
567.6899999999,0
567.6999999999,0
567.7099999999,0
567.7199999999,0
567.7299999999,0
567.7399999999,0
567.7499999999,0
567.7599999999,0
567.7699999999,0
567.7799999999,0
567.7899999999,0
567.7999999999,0
567.8099999999,0
567.8199999999,0
567.8299999999,0
567.8399999999,0
567.8499999999,0
567.8599999999,0
567.8699999999,0
567.8799999999,0
567.8899999999,0
567.8999999999,0
567.9099999999,0
567.9199999999,0
567.9299999999,0
567.9399999999,0
567.9499999999,0
567.9599999999,0
567.9699999999,0
567.9799999999,0
567.9899999999,0
567.9999999999,0
568.0099999999,0
568.0199999999,0
568.0299999999,0
568.0399999999,0
568.0499999999,0
568.0599999999,0
568.0699999999,0
568.0799999999,0
568.0899999999,0
568.0999999999,0
568.1099999999,0
568.1199999999,0
568.1299999999,0
568.1399999999,0
568.1499999999,0
568.1599999999,0
568.1699999999,0
568.1799999999,0
568.1899999999,0
568.1999999999,0
568.2099999999,0
568.2199999999,0
568.2299999999,0
568.2399999999,0
568.2499999999,0
568.2599999999,0
568.2699999999,0
568.2799999999,0
568.2899999999,0
568.2999999999,0
568.3099999999,0
568.3199999999,0
568.3299999999,0
568.3399999999,0
568.3499999999,0
568.3599999999,0
568.3699999999,0
568.3799999999,0
568.3899999999,0
568.3999999999,0
568.4099999999,0
568.4199999999,0
568.4299999999,0
568.4399999999,0
568.4499999999,0
568.4599999999,0
568.4699999999,0
568.4799999999,0
568.4899999999,0
568.4999999999,0
568.5099999999,0
568.5199999999,0
568.5299999999,0
568.5399999999,0
568.5499999999,0
568.5599999999,0
568.5699999999,0
568.5799999999,0
568.5899999999,0
568.5999999999,0
568.6099999999,0
568.6199999999,0
568.6299999999,0
568.6399999999,0
568.6499999999,0
568.6599999999,0
568.6699999999,0
568.6799999999,0
568.6899999999,0
568.6999999999,0
568.7099999999,0
568.7199999999,0
568.7299999999,0
568.7399999999,0
568.7499999999,0
568.7599999999,0
568.7699999999,0
568.7799999999,0
568.7899999999,0
568.7999999999,0
568.8099999999,0
568.8199999999,0
568.8299999999,0
568.8399999999,0
568.8499999999,0
568.8599999999,0
568.8699999999,0
568.8799999999,0
568.8899999999,0
568.8999999999,0
568.9099999999,0
568.9199999999,0
568.9299999999,0
568.9399999999,0
568.9499999999,0
568.9599999999,0
568.9699999999,0
568.9799999999,0
568.9899999999,0
568.9999999999,0
569.0099999999,0
569.0199999999,0
569.0299999999,0
569.0399999999,0
569.0499999999,0
569.0599999999,0
569.0699999999,0
569.0799999999,0
569.0899999999,0
569.0999999999,0
569.1099999999,0
569.1199999999,0
569.1299999999,0
569.1399999999,0
569.1499999999,0
569.1599999999,0
569.1699999999,0
569.1799999999,0
569.1899999999,0
569.1999999999,0
569.2099999999,0
569.2199999999,0
569.2299999999,0
569.2399999999,0
569.2499999999,0
569.2599999999,0
569.2699999999,0
569.2799999999,0
569.2899999999,0
569.2999999999,0
569.3099999999,0
569.3199999999,0
569.3299999999,0
569.3399999999,0
569.3499999999,0
569.3599999999,0
569.3699999999,0
569.3799999999,0
569.3899999999,0
569.3999999999,0
569.4099999999,0
569.4199999999,0
569.4299999999,0
569.4399999999,0
569.4499999999,0
569.4599999999,0
569.4699999999,0
569.4799999999,0
569.4899999999,0
569.4999999999,0
569.5099999999,0
569.5199999999,0
569.5299999999,0
569.5399999999,0
569.5499999999,0
569.5599999999,0
569.5699999999,0
569.5799999999,0
569.5899999999,0
569.5999999999,0
569.6099999999,0
569.6199999999,0
569.6299999999,0
569.6399999999,0
569.6499999999,0
569.6599999999,0
569.6699999999,0
569.6799999999,0
569.6899999999,0
569.6999999999,0
569.7099999999,0
569.7199999999,0
569.7299999999,0
569.7399999999,0
569.7499999999,0
569.7599999999,0
569.7699999999,0
569.7799999999,0
569.7899999999,0
569.7999999999,0
569.8099999999,0
569.8199999999,0
569.8299999999,0
569.8399999999,0
569.8499999999,0
569.8599999999,0
569.8699999999,0
569.8799999999,0
569.8899999999,0
569.8999999999,0
569.9099999999,0
569.9199999999,0
569.9299999999,0
569.9399999999,0
569.9499999999,0
569.9599999999,0
569.9699999999,0
569.9799999999,0
569.9899999999,0
569.9999999999,0
570.0099999999,0
570.0199999999,0
570.0299999999,0
570.0399999999,0
570.0499999999,0
570.0599999999,0
570.0699999999,0
570.0799999999,0
570.0899999999,0
570.0999999999,0
570.1099999999,0
570.1199999999,0
570.1299999999,0
570.1399999999,0
570.1499999999,0
570.1599999999,0
570.1699999999,0
570.1799999999,0
570.1899999999,0
570.1999999999,0
570.2099999999,0
570.2199999999,0
570.2299999999,0
570.2399999999,0
570.2499999999,0
570.2599999999,0
570.2699999999,0
570.2799999999,0
570.2899999999,0
570.2999999999,0
570.3099999999,0
570.3199999999,0
570.3299999999,0
570.3399999999,0
570.3499999999,0
570.3599999999,0
570.3699999999,0
570.3799999999,0
570.3899999999,0
570.3999999999,0
570.4099999999,0
570.4199999999,0
570.4299999999,0
570.4399999999,0
570.4499999999,0
570.4599999999,0
570.4699999999,0
570.4799999999,0
570.4899999999,0
570.4999999999,0
570.5099999999,0
570.5199999999,0
570.5299999999,0
570.5399999999,0
570.5499999999,0
570.5599999999,0
570.5699999999,0
570.5799999999,0
570.5899999999,0
570.5999999999,0
570.6099999999,0
570.6199999999,0
570.6299999999,0
570.6399999999,0
570.6499999999,0
570.6599999999,0
570.6699999999,0
570.6799999999,0
570.6899999999,0
570.6999999999,0
570.7099999999,0
570.7199999999,0
570.7299999999,0
570.7399999999,0
570.7499999999,0
570.7599999999,0
570.7699999999,0
570.7799999999,0
570.7899999999,0
570.7999999999,0
570.8099999999,0
570.8199999999,0
570.8299999999,0
570.8399999999,0
570.8499999999,0
570.8599999999,0
570.8699999999,0
570.8799999999,0
570.8899999999,0
570.8999999999,0
570.9099999999,0
570.9199999999,0
570.9299999999,0
570.9399999999,0
570.9499999999,0
570.9599999999,0
570.9699999999,0
570.9799999999,0
570.9899999999,0
570.9999999999,0
571.0099999999,0
571.0199999999,0
571.0299999999,0
571.0399999999,0
571.0499999999,0
571.0599999999,0
571.0699999999,0
571.0799999999,0
571.0899999999,0
571.0999999999,0
571.1099999999,0
571.1199999999,0
571.1299999999,0
571.1399999999,0
571.1499999999,0
571.1599999999,0
571.1699999999,0
571.1799999999,0
571.1899999999,0
571.1999999999,0
571.2099999999,0
571.2199999999,0
571.2299999999,0
571.2399999999,0
571.2499999999,0
571.2599999999,0
571.2699999999,0
571.2799999999,0
571.2899999999,0
571.2999999999,0
571.3099999999,0
571.3199999999,0
571.3299999999,0
571.3399999999,0
571.3499999999,0
571.3599999999,0
571.3699999999,0
571.3799999999,0
571.3899999999,0
571.3999999999,0
571.4099999999,0
571.4199999999,0
571.4299999999,0
571.4399999999,0
571.4499999999,0
571.4599999999,0
571.4699999999,0
571.4799999999,0
571.4899999999,0
571.4999999999,0
571.5099999999,0
571.5199999999,0
571.5299999999,0
571.5399999999,0
571.5499999999,0
571.5599999999,0
571.5699999999,0
571.5799999999,0
571.5899999999,0
571.5999999999,0
571.6099999999,0
571.6199999999,0
571.6299999999,0
571.6399999999,0
571.6499999999,0
571.6599999999,0
571.6699999999,0
571.6799999999,0
571.6899999999,0
571.6999999999,0
571.7099999999,0
571.7199999999,0
571.7299999999,0
571.7399999999,0
571.7499999999,0
571.7599999999,0
571.7699999999,0
571.7799999999,0
571.7899999999,0
571.7999999999,0
571.8099999999,0
571.8199999999,0
571.8299999999,0
571.8399999999,0
571.8499999999,0
571.8599999999,0
571.8699999999,0
571.8799999999,0
571.8899999999,0
571.8999999999,0
571.9099999999,0
571.9199999999,0
571.9299999999,0
571.9399999999,0
571.9499999999,0
571.9599999999,0
571.9699999999,0
571.9799999999,0
571.9899999999,0
571.9999999999,0
572.0099999999,0
572.0199999999,0
572.0299999999,0
572.0399999999,0
572.0499999999,0
572.0599999999,0
572.0699999999,0
572.0799999999,0
572.0899999999,0
572.0999999999,0
572.1099999999,0
572.1199999999,0
572.1299999999,0
572.1399999999,0
572.1499999999,0
572.1599999999,0
572.1699999999,0
572.1799999999,0
572.1899999999,0
572.1999999999,0
572.2099999999,0
572.2199999999,0
572.2299999999,0
572.2399999999,0
572.2499999999,0
572.2599999999,0
572.2699999999,0
572.2799999999,0
572.2899999999,0
572.2999999999,0
572.3099999999,0
572.3199999999,0
572.3299999999,0
572.3399999999,0
572.3499999999,0
572.3599999999,0
572.3699999999,0
572.3799999999,0
572.3899999999,0
572.3999999999,0
572.4099999999,0
572.4199999999,0
572.4299999999,0
572.4399999999,0
572.4499999999,0
572.4599999999,0
572.4699999999,0
572.4799999999,0
572.4899999999,0
572.4999999999,0
572.5099999999,0
572.5199999999,0
572.5299999999,0
572.5399999999,0
572.5499999999,0
572.5599999999,0
572.5699999999,0
572.5799999999,0
572.5899999999,0
572.5999999999,0
572.6099999999,0
572.6199999999,0
572.6299999999,0
572.6399999999,0
572.6499999999,0
572.6599999999,0
572.6699999999,0
572.6799999999,0
572.6899999999,0
572.6999999999,0
572.7099999999,0
572.7199999999,0
572.7299999999,0
572.7399999999,0
572.7499999999,0
572.7599999999,0
572.7699999999,0
572.7799999999,0
572.7899999999,0
572.7999999999,0
572.8099999999,0
572.8199999999,0
572.8299999999,0
572.8399999999,0
572.8499999999,0
572.8599999999,0
572.8699999999,0
572.8799999999,0
572.8899999999,0
572.8999999999,0
572.9099999999,0
572.9199999999,0
572.9299999999,0
572.9399999999,0
572.9499999999,0
572.9599999999,0
572.9699999999,0
572.9799999999,0
572.9899999999,0
572.9999999999,0
573.0099999999,0
573.0199999999,0
573.0299999999,0
573.0399999999,0
573.0499999999,0
573.0599999999,0
573.0699999999,0
573.0799999999,0
573.0899999999,0
573.0999999999,0
573.1099999999,0
573.1199999999,0
573.1299999999,0
573.1399999999,0
573.1499999999,0
573.1599999999,0
573.1699999999,0
573.1799999999,0
573.1899999999,0
573.1999999999,0
573.2099999999,0
573.2199999999,0
573.2299999999,0
573.2399999999,0
573.2499999999,0
573.2599999999,0
573.2699999999,0
573.2799999999,0
573.2899999999,0
573.2999999999,0
573.3099999999,0
573.3199999999,0
573.3299999999,0
573.3399999999,0
573.3499999999,0
573.3599999999,0
573.3699999999,0
573.3799999999,0
573.3899999999,0
573.3999999999,0
573.4099999999,0
573.4199999999,0
573.4299999999,0
573.4399999999,0
573.4499999999,0
573.4599999999,0
573.4699999999,0
573.4799999999,0
573.4899999999,0
573.4999999999,0
573.5099999999,0
573.5199999999,0
573.5299999999,0
573.5399999999,0
573.5499999999,0
573.5599999999,0
573.5699999999,0
573.5799999999,0
573.5899999999,0
573.5999999999,0
573.6099999999,0
573.6199999999,0
573.6299999999,0
573.6399999999,0
573.6499999999,0
573.6599999999,0
573.6699999999,0
573.6799999999,0
573.6899999999,0
573.6999999999,0
573.7099999999,0
573.7199999999,0
573.7299999999,0
573.7399999999,0
573.7499999999,0
573.7599999999,0
573.7699999999,0
573.7799999999,0
573.7899999999,0
573.7999999999,0
573.8099999999,0
573.8199999999,0
573.8299999999,0
573.8399999999,0
573.8499999999,0
573.8599999999,0
573.8699999999,0
573.8799999999,0
573.8899999999,0
573.8999999999,0
573.9099999999,0
573.9199999999,0
573.9299999999,0
573.9399999999,0
573.9499999999,0
573.9599999999,0
573.9699999999,0
573.9799999999,0
573.9899999999,0
573.9999999999,0
574.0099999999,0
574.0199999999,0
574.0299999999,0
574.0399999999,0
574.0499999999,0
574.0599999999,0
574.0699999999,0
574.0799999999,0
574.0899999999,0
574.0999999999,0
574.1099999999,0
574.1199999999,0
574.1299999999,0
574.1399999999,0
574.1499999999,0
574.1599999999,0
574.1699999999,0
574.1799999999,0
574.1899999999,0
574.1999999999,0
574.2099999999,0
574.2199999999,0
574.2299999999,0
574.2399999999,0
574.2499999999,0
574.2599999999,0
574.2699999999,0
574.2799999999,0
574.2899999999,0
574.2999999999,0
574.3099999999,0
574.3199999999,0
574.3299999999,0
574.3399999999,0
574.3499999999,0
574.3599999999,0
574.3699999999,0
574.3799999999,0
574.3899999999,0
574.3999999999,0
574.4099999999,0
574.4199999999,0
574.4299999999,0
574.4399999999,0
574.4499999999,0
574.4599999999,0
574.4699999999,0
574.4799999999,0
574.4899999999,0
574.4999999999,0
574.5099999999,0
574.5199999999,0
574.5299999999,0
574.5399999999,0
574.5499999999,0
574.5599999999,0
574.5699999999,0
574.5799999999,0
574.5899999999,0
574.5999999999,0
574.6099999999,0
574.6199999999,0
574.6299999999,0
574.6399999999,0
574.6499999999,0
574.6599999999,0
574.6699999999,0
574.6799999999,0
574.6899999999,0
574.6999999999,0
574.7099999999,0
574.7199999999,0
574.7299999999,0
574.7399999999,0
574.7499999999,0
574.7599999999,0
574.7699999999,0
574.7799999999,0
574.7899999999,0
574.7999999999,0
574.8099999999,0
574.8199999999,0
574.8299999999,0
574.8399999999,0
574.8499999999,0
574.8599999999,0
574.8699999999,0
574.8799999999,0
574.8899999999,0
574.8999999999,0
574.9099999999,0
574.9199999999,0
574.9299999999,0
574.9399999999,0
574.9499999999,0
574.9599999999,0
574.9699999999,0
574.9799999999,0
574.9899999999,0
574.9999999999,0
575.0099999999,0
575.0199999999,0
575.0299999999,0
575.0399999999,0
575.0499999999,0
575.0599999999,0
575.0699999999,0
575.0799999999,0
575.0899999999,0
575.0999999999,0
575.1099999999,0
575.1199999999,0
575.1299999999,0
575.1399999999,0
575.1499999999,0
575.1599999999,0
575.1699999999,0
575.1799999999,0
575.1899999999,0
575.1999999999,0
575.2099999999,0
575.2199999999,0
575.2299999999,0
575.2399999999,0
575.2499999999,0
575.2599999999,0
575.2699999999,0
575.2799999999,0
575.2899999999,0
575.2999999999,0
575.3099999999,0
575.3199999999,0
575.3299999999,0
575.3399999999,0
575.3499999999,0
575.3599999999,0
575.3699999999,0
575.3799999999,0
575.3899999999,0
575.3999999999,0
575.4099999999,0
575.4199999999,0
575.4299999999,0
575.4399999999,0
575.4499999999,0
575.4599999999,0
575.4699999999,0
575.4799999999,0
575.4899999999,0
575.4999999999,0
575.5099999999,0
575.5199999999,0
575.5299999999,0
575.5399999999,0
575.5499999999,0
575.5599999999,0
575.5699999999,0
575.5799999999,0
575.5899999999,0
575.5999999999,0
575.6099999999,0
575.6199999999,0
575.6299999999,0
575.6399999999,0
575.6499999999,0
575.6599999999,0
575.6699999999,0
575.6799999999,0
575.6899999999,0
575.6999999999,0
575.7099999999,0
575.7199999999,0
575.7299999999,0
575.7399999999,0
575.7499999999,0
575.7599999999,0
575.7699999999,0
575.7799999999,0
575.7899999999,0
575.7999999999,0
575.8099999999,0
575.8199999999,0
575.8299999999,0
575.8399999999,0
575.8499999999,0
575.8599999999,0
575.8699999999,0
575.8799999999,0
575.8899999999,0
575.8999999999,0
575.9099999999,0
575.9199999999,0
575.9299999999,0
575.9399999999,0
575.9499999999,0
575.9599999999,0
575.9699999999,0
575.9799999999,0
575.9899999999,0
575.9999999999,0
576.0099999999,0
576.0199999999,0
576.0299999999,0
576.0399999999,0
576.0499999999,0
576.0599999999,0
576.0699999999,0
576.0799999999,0
576.0899999999,0
576.0999999999,0
576.1099999999,0
576.1199999999,0
576.1299999999,0
576.1399999999,0
576.1499999999,0
576.1599999999,0
576.1699999999,0
576.1799999999,0
576.1899999999,0
576.1999999999,0
576.2099999999,0
576.2199999999,0
576.2299999999,0
576.2399999999,0
576.2499999999,0
576.2599999999,0
576.2699999999,0
576.2799999999,0
576.2899999999,0
576.2999999999,0
576.3099999999,0
576.3199999999,0
576.3299999999,0
576.3399999999,0
576.3499999999,0
576.3599999999,0
576.3699999999,0
576.3799999999,0
576.3899999999,0
576.3999999999,0
576.4099999999,0
576.4199999999,0
576.4299999999,0
576.4399999999,0
576.4499999999,0
576.4599999999,0
576.4699999999,0
576.4799999999,0
576.4899999999,0
576.4999999999,0
576.5099999999,0
576.5199999999,0
576.5299999999,0
576.5399999999,0
576.5499999999,0
576.5599999999,0
576.5699999999,0
576.5799999999,0
576.5899999999,0
576.5999999999,0
576.6099999999,0
576.6199999999,0
576.6299999999,0
576.6399999999,0
576.6499999999,0
576.6599999999,0
576.6699999999,0
576.6799999999,0
576.6899999999,0
576.6999999999,0
576.7099999999,0
576.7199999999,0
576.7299999999,0
576.7399999999,0
576.7499999999,0
576.7599999999,0
576.7699999999,0
576.7799999999,0
576.7899999999,0
576.7999999999,0
576.8099999999,0
576.8199999999,0
576.8299999999,0
576.8399999999,0
576.8499999999,0
576.8599999999,0
576.8699999999,0
576.8799999999,0
576.8899999999,0
576.8999999999,0
576.9099999999,0
576.9199999999,0
576.9299999999,0
576.9399999999,0
576.9499999999,0
576.9599999999,0
576.9699999999,0
576.9799999999,0
576.9899999999,0
576.9999999999,0
577.0099999999,0
577.0199999999,0
577.0299999999,0
577.0399999999,0
577.0499999999,0
577.0599999999,0
577.0699999999,0
577.0799999999,0
577.0899999999,0
577.0999999999,0
577.1099999999,0
577.1199999999,0
577.1299999999,0
577.1399999999,0
577.1499999999,0
577.1599999999,0
577.1699999999,0
577.1799999999,0
577.1899999999,0
577.1999999999,0
577.2099999999,0
577.2199999999,0
577.2299999999,0
577.2399999999,0
577.2499999999,0
577.2599999999,0
577.2699999999,0
577.2799999999,0
577.2899999999,0
577.2999999999,0
577.3099999999,0
577.3199999999,0
577.3299999999,0
577.3399999999,0
577.3499999999,0
577.3599999999,0
577.3699999999,0
577.3799999999,0
577.3899999999,0
577.3999999999,0
577.4099999999,0
577.4199999999,0
577.4299999999,0
577.4399999999,0
577.4499999999,0
577.4599999999,0
577.4699999999,0
577.4799999999,0
577.4899999999,0
577.4999999999,0
577.5099999999,0
577.5199999999,0
577.5299999999,0
577.5399999999,0
577.5499999999,0
577.5599999999,0
577.5699999999,0
577.5799999999,0
577.5899999999,0
577.5999999999,0
577.6099999999,0
577.6199999999,0
577.6299999999,0
577.6399999999,0
577.6499999999,0
577.6599999999,0
577.6699999999,0
577.6799999999,0
577.6899999999,0
577.6999999999,0
577.7099999999,0
577.7199999999,0
577.7299999999,0
577.7399999999,0
577.7499999999,0
577.7599999999,0
577.7699999999,0
577.7799999999,0
577.7899999999,0
577.7999999999,0
577.8099999999,0
577.8199999999,0
577.8299999999,0
577.8399999999,0
577.8499999999,0
577.8599999999,0
577.8699999999,0
577.8799999999,0
577.8899999999,0
577.8999999999,0
577.9099999999,0
577.9199999999,0
577.9299999999,0
577.9399999999,0
577.9499999999,0
577.9599999999,0
577.9699999999,0
577.9799999999,0
577.9899999999,0
577.9999999999,0
578.0099999999,0
578.0199999999,0
578.0299999999,0
578.0399999999,0
578.0499999999,0
578.0599999999,0
578.0699999999,0
578.0799999999,0
578.0899999999,0
578.0999999999,0
578.1099999999,0
578.1199999999,0
578.1299999999,0
578.1399999999,0
578.1499999999,0
578.1599999999,0
578.1699999999,0
578.1799999999,0
578.1899999999,0
578.1999999999,0
578.2099999999,0
578.2199999999,0
578.2299999999,0
578.2399999999,0
578.2499999999,0
578.2599999999,0
578.2699999999,0
578.2799999999,0
578.2899999999,0
578.2999999999,0
578.3099999999,0
578.3199999999,0
578.3299999999,0
578.3399999999,0
578.3499999999,0
578.3599999999,0
578.3699999999,0
578.3799999999,0
578.3899999999,0
578.3999999999,0
578.4099999999,0
578.4199999999,0
578.4299999999,0
578.4399999999,0
578.4499999999,0
578.4599999999,0
578.4699999999,0
578.4799999999,0
578.4899999999,0
578.4999999999,0
578.5099999999,0
578.5199999999,0
578.5299999999,0
578.5399999999,0
578.5499999999,0
578.5599999999,0
578.5699999999,0
578.5799999999,0
578.5899999999,0
578.5999999999,0
578.6099999999,0
578.6199999999,0
578.6299999999,0
578.6399999999,0
578.6499999999,0
578.6599999999,0
578.6699999999,0
578.6799999999,0
578.6899999999,0
578.6999999999,0
578.7099999999,0
578.7199999999,0
578.7299999999,0
578.7399999999,0
578.7499999999,0
578.7599999999,0
578.7699999999,0
578.7799999999,0
578.7899999999,0
578.7999999999,0
578.8099999999,0
578.8199999999,0
578.8299999999,0
578.8399999999,0
578.8499999999,0
578.8599999999,0
578.8699999999,0
578.8799999999,0
578.8899999999,0
578.8999999999,0
578.9099999999,0
578.9199999999,0
578.9299999999,0
578.9399999999,0
578.9499999999,0
578.9599999999,0
578.9699999999,0
578.9799999999,0
578.9899999999,0
578.9999999999,0
579.0099999999,0
579.0199999999,0
579.0299999999,0
579.0399999999,0
579.0499999999,0
579.0599999999,0
579.0699999999,0
579.0799999999,0
579.0899999999,0
579.0999999999,0
579.1099999999,0
579.1199999999,0
579.1299999999,0
579.1399999999,0
579.1499999999,0
579.1599999999,0
579.1699999999,0
579.1799999999,0
579.1899999999,0
579.1999999999,0
579.2099999999,0
579.2199999999,0
579.2299999999,0
579.2399999999,0
579.2499999999,0
579.2599999999,0
579.2699999999,0
579.2799999999,0
579.2899999999,0
579.2999999999,0
579.3099999999,0
579.3199999999,0
579.3299999999,0
579.3399999999,0
579.3499999999,0
579.3599999999,0
579.3699999999,0
579.3799999999,0
579.3899999999,0
579.3999999999,0
579.4099999999,0
579.4199999999,0
579.4299999999,0
579.4399999999,0
579.4499999999,0
579.4599999999,0
579.4699999999,0
579.4799999999,0
579.4899999999,0
579.4999999999,0
579.5099999999,0
579.5199999999,0
579.5299999999,0
579.5399999999,0
579.5499999999,0
579.5599999999,0
579.5699999999,0
579.5799999999,0
579.5899999999,0
579.5999999999,0
579.6099999999,0
579.6199999999,0
579.6299999999,0
579.6399999999,0
579.6499999999,0
579.6599999999,0
579.6699999999,0
579.6799999999,0
579.6899999999,0
579.6999999999,0
579.7099999999,0
579.7199999999,0
579.7299999999,0
579.7399999999,0
579.7499999999,0
579.7599999999,0
579.7699999999,0
579.7799999999,0
579.7899999999,0
579.7999999999,0
579.8099999999,0
579.8199999999,0
579.8299999999,0
579.8399999999,0
579.8499999999,0
579.8599999999,0
579.8699999999,0
579.8799999999,0
579.8899999999,0
579.8999999999,0
579.9099999999,0
579.9199999999,0
579.9299999999,0
579.9399999999,0
579.9499999999,0
579.9599999999,0
579.9699999999,0
579.9799999999,0
579.9899999999,0
579.9999999999,0
580.0099999999,0
580.0199999999,0
580.0299999999,0
580.0399999999,0
580.0499999999,0
580.0599999999,0
580.0699999999,0
580.0799999999,0
580.0899999999,0
580.0999999999,0
580.1099999999,0
580.1199999999,0
580.1299999999,0
580.1399999999,0
580.1499999999,0
580.1599999999,0
580.1699999999,0
580.1799999999,0
580.1899999999,0
580.1999999999,0
580.2099999999,0
580.2199999999,0
580.2299999999,0
580.2399999999,0
580.2499999999,0
580.2599999999,0
580.2699999999,0
580.2799999999,0
580.2899999999,0
580.2999999999,0
580.3099999999,0
580.3199999999,0
580.3299999999,0
580.3399999999,0
580.3499999999,0
580.3599999999,0
580.3699999999,0
580.3799999999,0
580.3899999999,0
580.3999999999,0
580.4099999999,0
580.4199999999,0
580.4299999999,0
580.4399999999,0
580.4499999999,0
580.4599999999,0
580.4699999999,0
580.4799999999,0
580.4899999999,0
580.4999999999,0
580.5099999999,0
580.5199999999,0
580.5299999999,0
580.5399999999,0
580.5499999999,0
580.5599999999,0
580.5699999999,0
580.5799999999,0
580.5899999999,0
580.5999999999,0
580.6099999999,0
580.6199999999,0
580.6299999999,0
580.6399999999,0
580.6499999999,0
580.6599999999,0
580.6699999999,0
580.6799999999,0
580.6899999999,0
580.6999999999,0
580.7099999999,0
580.7199999999,0
580.7299999999,0
580.7399999999,0
580.7499999999,0
580.7599999999,0
580.7699999999,0
580.7799999999,0
580.7899999999,0
580.7999999999,0
580.8099999999,0
580.8199999999,0
580.8299999999,0
